,title,url,clusters
52,Food tsar blames shortages on UK’s ‘weird supermarket culture’ - The Guardian,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9lbnZpcm9ubWVudC8yMDIzL21hci8wNC9mb29kLXRzYXItYmxhbWVzLXNob3J0YWdlcy1vbi11a3Mtd2VpcmQtc3VwZXJtYXJrZXQtY3VsdHVyZdIBb2h0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS9lbnZpcm9ubWVudC8yMDIzL21hci8wNC9mb29kLXRzYXItYmxhbWVzLXNob3J0YWdlcy1vbi11a3Mtd2VpcmQtc3VwZXJtYXJrZXQtY3VsdHVyZQ?oc=5&hl=en-US&gl=US&ceid=US:en,Social
53,Historic Northumberland Line to reopen next summer - GOV.UK,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvaGlzdG9yaWMtbm9ydGh1bWJlcmxhbmQtbGluZS10by1yZW9wZW4tbmV4dC1zdW1tZXLSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
54,'Creed III' punches above its weight with £5m UK-Ireland box office ... - Screen International,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LnNjcmVlbmRhaWx5LmNvbS9uZXdzL2NyZWVkLWlpaS1wdW5jaGVzLWFib3ZlLWl0cy13ZWlnaHQtd2l0aC01bS11ay1pcmVsYW5kLWJveC1vZmZpY2Utb3BlbmluZy81MTc5ODkzLmFydGljbGXSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,International
55,Screen Star of Tomorrow Anna Griffin launches UK production ... - Screen International,https://news.google.com/rss/articles/CBMiowFodHRwczovL3d3dy5zY3JlZW5kYWlseS5jb20vbmV3cy9zY3JlZW4tc3Rhci1vZi10b21vcnJvdy1hbm5hLWdyaWZmaW4tbGF1bmNoZXMtdWstcHJvZHVjdGlvbi1jb21wYW55LWpvbGx5LWdyaWZmaW4td2l0aC1qb2x5b24tcnViaW5zdGVpbi1leGNsdXNpdmUvNTE3OTkwMC5hcnRpY2xl0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,International
56,Domestic abuse survivor takes UK justice ministry to court over legal aid - The Guardian,https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9zb2NpZXR5LzIwMjMvbWFyLzA2L2RvbWVzdGljLWFidXNlLXN1cnZpdm9yLXRha2VzLWp1c3RpY2UtbWluaXN0cnktdG8tY291cnQtb3Zlci1sZWdhbC1haWQtcmVmdXNhbNIBfmh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS9zb2NpZXR5LzIwMjMvbWFyLzA2L2RvbWVzdGljLWFidXNlLXN1cnZpdm9yLXRha2VzLWp1c3RpY2UtbWluaXN0cnktdG8tY291cnQtb3Zlci1sZWdhbC1haWQtcmVmdXNhbA?oc=5&hl=en-US&gl=US&ceid=US:en,Social
57,Trial begins of man accused of murdering Olivia Pratt-Korbel - The Guardian,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91ay1uZXdzLzIwMjMvbWFyLzA2L3RyaWFsLWJlZ2lucy1vZi1tYW4tYWNjdXNlZC1vZi1tdXJkZXJpbmctb2xpdmlhLXByYXR0LWtvcmJlbNIBbGh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS91ay1uZXdzLzIwMjMvbWFyLzA2L3RyaWFsLWJlZ2lucy1vZi1tYW4tYWNjdXNlZC1vZi1tdXJkZXJpbmctb2xpdmlhLXByYXR0LWtvcmJlbA?oc=5&hl=en-US&gl=US&ceid=US:en,Social
58,Deputy Commander UKStratCom visits Blackburn College - GOV.UK,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvZGVwdXR5LWNvbW1hbmRlci11a3N0cmF0Y29tLXZpc2l0cy1ibGFja2J1cm4tY29sbGVnZdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
59,HRC52: Statement on Afghanistan - GOV.UK,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L3NwZWVjaGVzL2hyYzUyLXN0YXRlbWVudC1vbi1hZmdoYW5pc3RhbtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
60,Ukraine war: Russian reservists fighting with shovels - UK defence ministry - BBC,https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3dvcmxkLWV1cm9wZS02NDg1NTc2MNIBNGh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3dvcmxkLWV1cm9wZS02NDg1NTc2MC5hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,Local
61,Warwickshire supports UK SAYS NO MORE to Domestic Abuse ... - Warwickshire County Council,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LndhcndpY2tzaGlyZS5nb3YudWsvbmV3cy9hcnRpY2xlLzM5OTYvd2Fyd2lja3NoaXJlLXN1cHBvcnRzLXVrLXNheXMtbm8tbW9yZS10by1kb21lc3RpYy1hYnVzZS0yMDIzLWNhbXBhaWdu0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
62,"Nigerian politician accused of organ trafficking to UK paid doctor to find donor, court hears - The Guardian",https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vdWstbmV3cy8yMDIzL21hci8wNi9uaWdlcmlhbi1wb2xpdGljaWFuLWFjY3VzZWQtb2Ytb3JnYW4tdHJhZmZpY2tpbmctdG8tdWstYWRtaXRzLXBheWluZy10by1maW5kLWRvbm9y0gGCAWh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS91ay1uZXdzLzIwMjMvbWFyLzA2L25pZ2VyaWFuLXBvbGl0aWNpYW4tYWNjdXNlZC1vZi1vcmdhbi10cmFmZmlja2luZy10by11ay1hZG1pdHMtcGF5aW5nLXRvLWZpbmQtZG9ub3I?oc=5&hl=en-US&gl=US&ceid=US:en,Social
63,UK Open: Andrew Gilding shocks Michael van Gerwen to win first televised title - Sky Sports,https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5za3lzcG9ydHMuY29tL2RhcnRzL25ld3MvMTIyODgvMTI4MjcwMzUvdWstb3Blbi1hbmRyZXctZ2lsZGluZy1zaG9ja3MtbWljaGFlbC12YW4tZ2Vyd2VuLXRvLXdpbi1maXJzdC10ZWxldmlzZWQtdGl0bGXSAYUBaHR0cHM6Ly93d3cuc2t5c3BvcnRzLmNvbS9hbXAvZGFydHMvbmV3cy8xMjI4OC8xMjgyNzAzNS91ay1vcGVuLWFuZHJldy1naWxkaW5nLXNob2Nrcy1taWNoYWVsLXZhbi1nZXJ3ZW4tdG8td2luLWZpcnN0LXRlbGV2aXNlZC10aXRsZQ?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
64,UK fintech Railsr to be sold as issues mount - Retail Banker International,https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3LnJldGFpbGJhbmtlcmludGVybmF0aW9uYWwuY29tL25ld3MvcmFpbHNyLXRvLWJlLXNvbGQv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,International
65,Employees who volunteer as magistrates prove good for business - GOV.UK,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvZW1wbG95ZWVzLXdoby12b2x1bnRlZXItYXMtbWFnaXN0cmF0ZXMtcHJvdmUtZ29vZC1mb3ItYnVzaW5lc3PSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
66,Transforming transport in the North - GOV.UK,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L3NwZWVjaGVzL3RyYW5zZm9ybWluZy10cmFuc3BvcnQtaW4tdGhlLW5vcnRo0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
67,Poultry and other captive birds: registration in Great Britain - GOV.UK,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L2NvbnN1bHRhdGlvbnMvcG91bHRyeS1hbmQtb3RoZXItY2FwdGl2ZS1iaXJkcy1yZWdpc3RyYXRpb24taW4tZ3JlYXQtYnJpdGFpbtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
68,Foreign Secretary call with French Foreign Minister (6 March 2023) - GOV.UK,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvZm9yZWlnbi1zZWNyZXRhcnktY2FsbC13aXRoLWZyZW5jaC1mb3JlaWduLW1pbmlzdGVyLTYtbWFyY2gtMjAyM9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
69,New sanctions ban every item Russia is using on the battlefield - GOV.UK,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvbmV3LXNhbmN0aW9ucy1iYW4tZXZlcnktaXRlbS1ydXNzaWEtaXMtdXNpbmctb24tdGhlLWJhdHRsZWZpZWxk0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
70,PM extends Ukraine military training to pilots and marines as ... - GOV.UK,https://news.google.com/rss/articles/CBMipwFodHRwczovL3d3dy5nb3YudWsvZ292ZXJubWVudC9uZXdzL3BtLWV4dGVuZHMtdWtyYWluZS1taWxpdGFyeS10cmFpbmluZy10by1waWxvdHMtYW5kLW1hcmluZXMtYXMtcHJlc2lkZW50LXplbGVuc2t5eS1tYWtlcy1maXJzdC12aXNpdC10by10aGUtdWstc2luY2UtcnVzc2lhbi1pbnZhc2lvbtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
71,UK Semiconductor Designer Arm to Pursue US Listing in 2023 ... - Morningstar,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3Lm1vcm5pbmdzdGFyLmNvbS9uZXdzL2Rvdy1qb25lcy8yMDIzMDMwMzI1MzIvdWstc2VtaWNvbmR1Y3Rvci1kZXNpZ25lci1hcm0tdG8tcHVyc3VlLXVzLWxpc3RpbmctaW4tMjAyMy11cGRhdGXSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
72,"GDP first quarterly estimate, UK: October to December 2022 - Office for National Statistics",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3Lm9ucy5nb3YudWsvZWNvbm9teS9ncm9zc2RvbWVzdGljcHJvZHVjdGdkcC9idWxsZXRpbnMvZ2RwZmlyc3RxdWFydGVybHllc3RpbWF0ZXVrL29jdG9iZXJ0b2RlY2VtYmVyMjAyMtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
73,Making Government Deliver for the British People (HTML) - GOV.UK,https://news.google.com/rss/articles/CBMikQFodHRwczovL3d3dy5nb3YudWsvZ292ZXJubWVudC9wdWJsaWNhdGlvbnMvbWFraW5nLWdvdmVybm1lbnQtZGVsaXZlci1mb3ItdGhlLWJyaXRpc2gtcGVvcGxlL21ha2luZy1nb3Zlcm5tZW50LWRlbGl2ZXItZm9yLXRoZS1icml0aXNoLXBlb3BsZS1odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
74,Government appoints first Menopause Employment Champion to ... - GOV.UK,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvZ292ZXJubWVudC1hcHBvaW50cy1maXJzdC1tZW5vcGF1c2UtZW1wbG95bWVudC1jaGFtcGlvbi10by1pbXByb3ZlLXdvcmtwbGFjZS1zdXBwb3J00gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
75,UK Supreme Court sits in Manchester for first time - BBC,https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3VrLWVuZ2xhbmQtbWFuY2hlc3Rlci02NDgzMzY4NNIBPWh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3VrLWVuZ2xhbmQtbWFuY2hlc3Rlci02NDgzMzY4NC5hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,Local
76,UK cracks down on ransomware actors - GOV.UK,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvdWstY3JhY2tzLWRvd24tb24tcmFuc29td2FyZS1hY3RvcnPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
77,India Young Professionals Scheme visa: Overview - GOV.UK,https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vd3d3Lmdvdi51ay9pbmRpYS15b3VuZy1wcm9mZXNzaW9uYWxzLXNjaGVtZS12aXNh0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
78,"Thai cave rescue: Duangphet Phromthep, Wild Boars captain, dies in UK - BBC",https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1hc2lhLTY0NjQ2MDM50gEwaHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdzL3dvcmxkLWFzaWEtNjQ2NDYwMzkuYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,Local
79,Windsor Framework unveiled to fix problems of the Northern Ireland ... - GOV.UK,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3Mvd2luZHNvci1mcmFtZXdvcmstdW52ZWlsZWQtdG8tZml4LXByb2JsZW1zLW9mLXRoZS1ub3J0aGVybi1pcmVsYW5kLXByb3RvY29s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
80,The King's Awards for Enterprise: About the awards - GOV.UK,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3Lmdvdi51ay9raW5ncy1hd2FyZHMtZm9yLWVudGVycHJpc2XSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
81,Nicola Sturgeon says time is right to resign as Scotland's first minister - BBC,https://news.google.com/rss/articles/CBMiLWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay1zY290bGFuZC02NDY0NzkwN9IBMWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay1zY290bGFuZC02NDY0NzkwNy5hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
82,Idris Elba on the Future of Luther & the Private Life of a Public Figure - Esquire,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LmVzcXVpcmUuY29tL3VrL2N1bHR1cmUvYTQyNjIxMjAzL2lkcmlzLWVsYmEtaW50ZXJ2aWV3LWx1dGhlci_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
83,Microsoft – Activision deal could harm UK gamers - GOV.UK,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvbWljcm9zb2Z0LWFjdGl2aXNpb24tZGVhbC1jb3VsZC1oYXJtLXVrLWdhbWVyc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
84,Ukraine to receive multi-million pound capability boost from ... - GOV.UK,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvdWtyYWluZS10by1yZWNlaXZlLW11bHRpLW1pbGxpb24tcG91bmQtY2FwYWJpbGl0eS1ib29zdC1mcm9tLWludGVybmF0aW9uYWwtZnVuZNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
85,National moment of silence to mark one year of Russian invasion of ... - GOV.UK,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvbmF0aW9uYWwtbW9tZW50LW9mLXNpbGVuY2UtdG8tbWFyay1vbmUteWVhci1vZi1ydXNzaWFuLWludmFzaW9uLW9mLXVrcmFpbmXSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
86,Signal would 'walk' from UK if Online Safety Bill undermined encryption - BBC,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3RlY2hub2xvZ3ktNjQ1ODQwMDHSATJodHRwczovL3d3dy5iYmMuY28udWsvbmV3cy90ZWNobm9sb2d5LTY0NTg0MDAxLmFtcA?oc=5&hl=en-US&gl=US&ceid=US:en,Local
87,The Coronation Emblem - The Royal Family,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vd3d3LnJveWFsLnVrL2Nvcm9uYXRpb24tZW1ibGVt0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
88,Upgrade an application to get your passport faster - GOV.UK,https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vd3d3Lmdvdi51ay91cGdyYWRlLXBhc3Nwb3J0LWFwcGxpY2F0aW9u0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
89,The digital pound: A new form of money for households and ... - Bank of England,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LmJhbmtvZmVuZ2xhbmQuY28udWsvcGFwZXIvMjAyMy90aGUtZGlnaXRhbC1wb3VuZC1jb25zdWx0YXRpb24tcGFwZXLSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
90,Turkey-Syria Earthquake Appeal 2023 | Donate Now | DEC - Disasters Emergency Committee,https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3LmRlYy5vcmcudWsvYXBwZWFsL3R1cmtleS1zeXJpYS1lYXJ0aHF1YWtlLWFwcGVhbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
91,"UK’s most expensive drug Libmeldy saved Teddi Shaw, but is too late for her sister - BBC",https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL2hlYWx0aC02NDYyOTY4MNIBLmh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL2hlYWx0aC02NDYyOTY4MC5hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,Local
92,What impact has Brexit had on the UK economy? - BBC,https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy02NDQ1MDg4MtIBLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9idXNpbmVzcy02NDQ1MDg4Mi5hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,Local
93,UK and US announce new energy partnership - GOV.UK,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvdWstYW5kLXVzLWFubm91bmNlLW5ldy1lbmVyZ3ktcGFydG5lcnNoaXDSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
94,UK and international partners announce further sanctions against ... - GOV.UK,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvdWstYW5kLWludGVybmF0aW9uYWwtcGFydG5lcnMtYW5ub3VuY2UtZnVydGhlci1zYW5jdGlvbnMtYWdhaW5zdC1pcmFuaWFuLW9mZmljaWFsc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
95,Covid: England to require negative test for arrivals from China - BBC,https://news.google.com/rss/articles/CBMiJGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay02NDEzMDY1NdIBKGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay02NDEzMDY1NS5hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,Local
96,Homes for Ukraine: Guidance for guests - GOV.UK,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L2NvbGxlY3Rpb25zL2hvbWVzLWZvci11a3JhaW5lLWd1aWRhbmNlLWZvci1ndWVzdHPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
97,"UK to send Challenger 2 tanks to Ukraine, Rishi Sunak confirms - BBC",https://news.google.com/rss/articles/CBMiJGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay02NDI3NDc1NdIBKGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay02NDI3NDc1NS5hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,Local
98,‘Robots are treated better’: Amazon warehouse workers stage first-ever strike in the UK - CNBC,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMDEvMjUvYW1hem9uLXdvcmtlcnMtc3RhZ2UtZmlyc3QtZXZlci1zdHJpa2UtaW4tdGhlLXVrLW92ZXItcGF5LXdvcmtpbmctY29uZGl0aW9ucy5odG1s0gF1aHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjMvMDEvMjUvYW1hem9uLXdvcmtlcnMtc3RhZ2UtZmlyc3QtZXZlci1zdHJpa2UtaW4tdGhlLXVrLW92ZXItcGF5LXdvcmtpbmctY29uZGl0aW9ucy5odG1s?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
99,UK imposes further coordinated sanctions on Iranian regime officials - GOV.UK,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvdWstaW1wb3Nlcy1mdXJ0aGVyLWNvb3JkaW5hdGVkLXNhbmN0aW9ucy1vbi1pcmFuaWFuLXJlZ2ltZS1vZmZpY2lhbHPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
